controller,bend_angle_deg,log_csv,n_steps,success,num_failed_steps,num_infeasible_steps,first_failure_k,final_status,final_i_ref,max_i_ref,mean_pred_err_xy_mm,max_pred_err_xy_mm,mean_clearance_mm,min_clearance_mm,mean_tip_vessel_angle_deg,max_tip_vessel_angle_deg,mean_cond_H_beam,max_cond_H_beam,mean_cond_H_mpc,max_cond_H_mpc,mean_sqp_du_final,max_sqp_du_final,mean_sqp_du_rel_final,max_sqp_du_rel_final,mean_curvature_ahead_1pm,max_curvature_ahead_1pm,mean_rollout_steps_used,max_rollout_steps_used,mean_hierarchy_level,max_hierarchy_level,mean_hierarchy_confidence,min_hierarchy_confidence,mean_hierarchy_risk,max_hierarchy_risk,frac_lti,frac_ltv_oneshot,frac_sqp_full,frac_vxy_saturated,frac_wz_saturated,frac_dL_saturated,num_hier_curvature,num_hier_sqp_du_rel,num_hier_clearance,num_hier_beam_cond,num_hier_mpc_cond,num_hier_hard,num_hier_moderate,num_hier_easy,num_hier_escalate,num_hier_downgrade_held,num_hier_downgrade_allowed,num_level_switches,num_rollout_switches,num_solver_switches,unique_rollout_steps,unique_solver_modes,num_rollout_good_increase,num_rollout_bad_tip_angle,num_rollout_bad_low_clearance,mean_sqp_iters_done,max_sqp_iters_done,sum_sqp_iters_done,mean_N_sqp_used,max_N_sqp_used,sum_N_sqp_used,mean_solver_complexity_proxy,sum_solver_complexity_proxy,family,nominal_solver,nominal_rollout,jacobian_model,ablation,Np,score
hierarchy_full_no_contact_model,-90.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_v1_no_contact_model/bend_m90_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,16,True,0,0,-1,solved,41.0,41.0,0.18082140560457882,0.6053537526688819,2.7407213978774854,0.9732920049583648,43.403393409391946,68.77108085153174,24.62143081896869,248.31048705505552,5470841.217539231,7612057.483119903,0.44232145819056806,2.8811119626585633,0.03673035928499824,0.2791255498277378,97.19725025630879,233.18519139449108,1.0625,2.0,1.5625,2.0,0.21875,0.0,0.78125,1.0,0.0625,0.3125,0.625,0.8125,1.0,0.375,9,0,5,0,0,8,6,2,2,3,2,3,2,3,"1,2","lti,ltv_oneshot,sqp_full",2,9,4,3.5,5.0,56.0,3.5,5.0,56.0,3.5,56.0,hierarchy,adaptive,,no_contact,full,,4.895330256657605
hierarchy_no_curvature_contact,-90.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_curvature/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,15,True,0,0,-1,solved,41.0,41.0,0.4549690085790821,3.9660777768941577,1.9124923487903835,0.9453945656874416,40.9754007306688,71.97488831258974,3728.5570265628025,21645.56225143913,6590524.967432052,13977448.541039528,0.6411744058692564,4.192605474279092,6.284426935465758,93.74950843116166,86.29595813334234,233.18519139449108,1.8666666666666667,5.0,1.2666666666666666,2.0,0.36666666666666664,0.0,0.6333333333333333,1.0,0.3333333333333333,0.06666666666666667,0.6,0.4,0.4666666666666667,0.26666666666666666,0,1,8,0,0,8,1,6,3,1,1,4,7,4,"1,2,3,4,5","lti,ltv_oneshot,sqp_full",0,5,7,3.4,5.0,51.0,3.4,5.0,51.0,3.4,51.0,hierarchy,adaptive,,contact,no_curvature,,-30.615868951791438
hierarchy_no_hessian_contact,-90.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_hessian/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,20,True,0,0,-1,solved,41.0,41.0,0.11687853119871083,0.6669827224961886,2.4128321782846807,0.977167085154375,43.708092547422,67.53332329155157,2110.4963916781394,12641.051785504977,11575386.886533674,58459567.8183012,1.4690191418026928,4.601327385444137,0.23844049212234983,2.195186449605373,75.75279324059687,233.18519139449108,1.0,1.0,1.6,2.0,0.2,0.0,0.8,1.0,0.0,0.4,0.6,0.4,0.75,0.25,9,1,8,0,0,10,8,2,2,4,1,2,0,2,1,"ltv_oneshot,sqp_full",1,11,6,3.4,5.0,68.0,3.4,5.0,68.0,3.4,68.0,hierarchy,adaptive,,contact,no_hessian,,4.94602058727686
hierarchy_no_sqp_step_contact,-90.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_sqp_step/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,15,False,1,1,14,primal infeasible,31.0,31.0,0.39470095852413795,4.204605345105613,2.817901821216827,0.9525755636021066,55.12609850489842,71.771637359118,720.2735512360224,2534.78174090199,7249805.141741826,26537874.139416885,1.6928648994885094,4.601327385444137,0.1614670817136976,0.5229732463378877,107.32510297470309,233.18519139449108,1.2,3.0,1.4,2.0,0.3,0.0,0.7,1.0,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.7333333333333333,0.06666666666666667,9,0,3,0,0,7,5,3,2,2,2,3,3,3,"1,2,3","lti,ltv_oneshot,sqp_full",1,10,2,2.8,5.0,42.0,3.1333333333333333,5.0,47.0,3.1333333333333333,47.0,hierarchy,sqp_full,,contact,no_sqp_step,,-142.54031930465067
fixed_lti_rollout1_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_baseline_lti_rollout1_np5/bend_m60_jac_contact_plant_contact_1_lti_rollout1_Np5_sqp5/log.csv,23,True,0,0,-1,solved,41.0,41.0,0.060390816223649085,0.3487297992237027,2.3948080793119253,0.9974979870744256,34.90438416404634,52.17205948985325,493.7877872804341,2830.834814319682,4934698.955320449,7159469.323686862,1.12911161397399,4.686043900435823,4.45358011494159,99.77400737753436,57.31021495499433,155.41949702483305,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.8695652173913043,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lti,2,11,2,1.0,1.0,23.0,5.0,5.0,115.0,5.0,115.0,fixed_baseline,lti,1.0,contact,,,16.581327888682313
fixed_lti_rollout5_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_baseline_lti_rollout5_np5/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,6,True,0,0,-1,solved,42.0,42.0,0.6410045078492347,2.345482456361935,1.3876389848814004,0.9603076175744176,31.781889406047938,55.97139605192311,1838.7261939851205,6618.305579532659,7304601.110167977,14523901.303942824,3.0638615237310796,4.685750151670041,17.139331039726777,99.77400737753436,66.28780012835382,155.41949702483305,5.0,5.0,,,,,,,1.0,0.0,0.0,0.0,0.16666666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,lti,0,1,4,1.0,1.0,6.0,5.0,5.0,30.0,5.0,30.0,fixed_baseline,lti,5.0,contact,,,-4.835692545028152
fixed_ltv_rollout1_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_baseline_ltv_rollout1_np5/bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5/log.csv,24,True,0,0,-1,solved,40.0,40.0,0.06704807421700208,0.3442116202006904,2.857572419434598,1.86329082063149,33.84687475630263,50.40918223531089,931.3086502340469,6467.19105854868,5141331.6217403775,8631602.454978546,1.0103396665079691,4.685785586108732,4.129256725287035,96.78872011294462,56.16276661139059,155.41949702483305,1.0,1.0,,,,,,,0.0,1.0,0.0,0.041666666666666664,0.875,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ltv_oneshot,6,11,0,1.0,1.0,24.0,5.0,5.0,120.0,5.0,120.0,fixed_baseline,ltv_oneshot,1.0,contact,,,16.394210903868743
fixed_ltv_rollout3_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_baseline_ltv_rollout3_np5/bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout3_Np5_sqp5/log.csv,9,True,0,0,-1,solved,42.0,42.0,0.6868074538340735,2.569169520746438,1.5062733346496662,0.9722147928114692,33.51224454926627,53.292842065569495,2897.7378841421896,10522.250480730205,6946866.8357549505,13896302.53609216,2.650384347080728,4.686070235452507,11.257160821011432,96.78872011294462,71.8137305355675,155.41949702483305,3.0,3.0,,,,,,,0.0,1.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ltv_oneshot,0,2,5,1.0,1.0,9.0,5.0,5.0,45.0,5.0,45.0,fixed_baseline,ltv_oneshot,3.0,contact,,,-5.70346221340545
fixed_sqp_rollout1_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_baseline_sqp_rollout1_np5/bend_m60_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,13,True,0,0,-1,solved,40.0,40.0,0.055222699718861464,0.2731266035800569,3.6052657196534224,2.879380138757872,24.29158971402562,47.434642988779075,707.7442291148291,1422.4097586548378,5650210.433482076,9681454.126818214,1.7831860451096184,4.676548909121227,0.18955367559096933,0.5153069974433817,56.91954243350547,155.41949702483305,1.0,1.0,,,,,,,0.0,0.0,1.0,0.46153846153846156,0.7692307692307693,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sqp_full,7,4,0,5.0,5.0,65.0,5.0,5.0,65.0,5.0,65.0,fixed_baseline,sqp_full,1.0,contact,,,15.294876768687796
fixed_sqp_rollout1_no_contact_model,-60.0,/Users/jackhilton-jones/Proper-Research/run_baseline_sqp_rollout1_np5_no_contact_model/bend_m60_jac_no_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,13,True,0,0,-1,solved,40.0,40.0,0.15799782324151973,0.5605616053589519,3.5887870992557187,2.8793801124477647,23.542189894342812,47.449064976118486,9.4926134447616,21.614109954963467,4983133.908621822,6705173.63287273,1.352452917388154,3.0649531304692608,0.15499557752451135,0.4127353629596387,56.93450427250051,155.41949702483305,1.0,1.0,,,,,,,0.0,0.0,1.0,0.38461538461538464,0.8461538461538461,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sqp_full,7,4,0,5.0,5.0,65.0,5.0,5.0,65.0,5.0,65.0,fixed_baseline,sqp_full,1.0,no_contact,,,12.414757955963083
hierarchy_full_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_full/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.22886817960153813,0.9948109485876576,2.7000657248589257,0.9977001171786264,30.335702226566013,50.41975565768232,12175.159638384082,125645.5847930944,5328608.3834882025,8851203.2911301,1.6331582546452474,4.360397639040223,8.893661403010055,96.78872011294462,65.8809986941094,155.41949702483305,1.7272727272727273,4.0,1.0,2.0,0.5,0.0,0.5,1.0,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.0,0.6363636363636364,0.2727272727272727,4,1,2,0,0,2,5,4,4,2,2,5,5,5,"1,2,3,4","lti,ltv_oneshot,sqp_full",2,4,2,2.090909090909091,5.0,23.0,2.090909090909091,5.0,23.0,2.090909090909091,23.0,hierarchy,adaptive,,contact,full,,11.008309362334332
hierarchy_full_contact_Np10,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_Np10/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np10_sqp5/log.csv,11,True,0,0,-1,solved,44.0,44.0,0.17805927059768442,0.9846766498626632,2.9481114797955077,0.9978743835083334,28.842618102977053,49.5833150095654,11070.80911276485,117763.70712580717,18538624.18610898,25264278.65084404,0.953931371445258,6.29559262208286,9.069804955752,99.5420595300936,71.62748218588762,155.41949702483305,1.9090909090909092,5.0,0.9090909090909091,2.0,0.5454545454545454,0.0,0.45454545454545453,1.0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,0.9090909090909091,0.2727272727272727,4,1,1,0,0,2,4,5,3,2,2,4,5,4,"1,2,3,4,5","lti,ltv_oneshot,sqp_full",2,3,2,2.090909090909091,5.0,23.0,2.090909090909091,5.0,23.0,2.090909090909091,23.0,hierarchy,adaptive,,contact,full,10.0,13.448585267073716
hierarchy_full_contact_Np5,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_Np5/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.22886817960153813,0.9948109485876576,2.7000657248589257,0.9977001171786264,30.335702226566013,50.41975565768232,12175.159638384082,125645.5847930944,5328608.3834882025,8851203.2911301,1.6331582546452474,4.360397639040223,8.893661403010055,96.78872011294462,65.8809986941094,155.41949702483305,1.7272727272727273,4.0,1.0,2.0,0.5,0.0,0.5,1.0,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.0,0.6363636363636364,0.2727272727272727,4,1,2,0,0,2,5,4,4,2,2,5,5,5,"1,2,3,4","lti,ltv_oneshot,sqp_full",2,4,2,2.090909090909091,5.0,23.0,2.090909090909091,5.0,23.0,2.090909090909091,23.0,hierarchy,adaptive,,contact,full,5.0,11.008309362334332
hierarchy_full_contact_Np8,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_Np8/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5/log.csv,11,True,0,0,-1,solved,44.0,44.0,0.20972018671872839,0.9877413771732522,2.9206527478220234,0.997173898805868,29.002098695692666,50.491270050455775,19238.701281456077,207279.30845042836,12170576.367122779,16460405.538769966,0.875488502487709,5.582345799021004,9.009926174569719,98.68286423365522,71.62748218588762,155.41949702483305,1.9090909090909092,5.0,0.9090909090909091,2.0,0.5454545454545454,0.0,0.45454545454545453,1.0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,0.8181818181818182,0.2727272727272727,4,1,1,0,0,2,4,5,3,2,2,4,5,4,"1,2,3,4,5","lti,ltv_oneshot,sqp_full",2,3,2,2.090909090909091,5.0,23.0,2.090909090909091,5.0,23.0,2.090909090909091,23.0,hierarchy,adaptive,,contact,full,8.0,13.037243860050053
hierarchy_full_no_contact_model,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_v1_no_contact_model/bend_m60_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.3898356774140842,1.5684747807571504,2.7329838232945884,0.9969520682216728,30.21220585063496,50.564544264353934,5.356154601107357,7.656906389967801,5102501.4109242745,6674515.7012492195,1.0468256534116984,4.328522803362212,8.847094555402135,96.78871230259436,70.19692009487957,155.41949702483305,1.7272727272727273,4.0,1.0,2.0,0.5,0.0,0.5,1.0,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.0,0.8181818181818182,0.2727272727272727,4,1,2,0,0,2,5,4,4,2,2,5,5,5,"1,2,3,4","lti,ltv_oneshot,sqp_full",2,4,1,2.090909090909091,5.0,23.0,2.090909090909091,5.0,23.0,2.090909090909091,23.0,hierarchy,adaptive,,no_contact,full,,5.19505437404692
hierarchy_no_curvature_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_curvature/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,9,True,0,0,-1,solved,41.0,41.0,0.13358064494034333,0.4709256337913812,2.540951983939199,0.9962106944491907,29.20290415059348,47.51305604380827,1451.0374934969304,6014.056581389314,4755731.98179272,5514760.654374963,0.641068272820814,4.462029257774421,11.103068660873326,99.77400737753436,68.25622325762616,155.41949702483305,2.2222222222222223,5.0,0.8888888888888888,2.0,0.5555555555555556,0.0,0.4444444444444444,1.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.6666666666666666,0.3333333333333333,0,1,2,1,0,2,1,6,2,2,1,3,6,3,"1,2,3,4,5","lti,sqp_full",2,3,1,2.7777777777777777,5.0,25.0,2.7777777777777777,5.0,25.0,2.7777777777777777,25.0,hierarchy,adaptive,,contact,no_curvature,,15.85745527245931
hierarchy_no_hessian_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_hessian/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.22886817960153813,0.9948109485876576,2.7000657248589257,0.9977001171786264,30.335702226566013,50.41975565768232,12175.159638384082,125645.5847930944,5328608.3834882025,8851203.2911301,1.6331582546452474,4.360397639040223,8.893661403010055,96.78872011294462,65.8809986941094,155.41949702483305,1.7272727272727273,4.0,1.0,2.0,0.5,0.0,0.5,1.0,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.0,0.6363636363636364,0.2727272727272727,4,1,2,0,0,2,5,4,4,2,2,5,5,5,"1,2,3,4","lti,ltv_oneshot,sqp_full",2,4,2,2.090909090909091,5.0,23.0,2.090909090909091,5.0,23.0,2.090909090909091,23.0,hierarchy,adaptive,,contact,no_hessian,,11.008309362334332
hierarchy_no_sqp_step_contact,-60.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_sqp_step/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,17,True,0,0,-1,solved,41.0,41.0,0.1251774558076243,0.7510996819578906,2.3581052277623464,0.992664783782598,35.878751906427546,50.40918223531089,1506.3653605818283,8424.912368509664,4838520.4660576815,6008581.184551339,1.1279210296763411,4.685785586108732,5.809372051719196,96.78872011294462,79.27717028031628,155.41949702483305,1.4705882352941178,4.0,1.0,2.0,0.5,0.0,0.5,1.0,0.17647058823529413,0.6470588235294118,0.17647058823529413,0.11764705882352941,0.6470588235294118,0.23529411764705882,9,0,4,0,0,3,10,4,3,1,1,3,5,3,"1,2,3,4","lti,ltv_oneshot,sqp_full",1,9,4,1.7058823529411764,5.0,29.0,1.7058823529411764,5.0,29.0,1.7058823529411764,29.0,hierarchy,sqp_full,,contact,no_sqp_step,,12.612538116155802
